ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,20.19,24.79,0.00,22.67
2016 Primary,33.98,35.80,0.00,34.97
2016 Primary Runoff,18.93,16.53,0.00,17.63
2016 General,47.27,63.35,0.00,55.72
2018 Primary,16.67,22.02,0.00,19.55
2018 Primary Runoff,6.67,10.55,0.00,8.79
2018 General,54.21,59.91,0.00,57.35
