ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.65,31.29,50.00,32.37
2016 Primary,31.57,29.44,20.00,30.37
2016 Primary Runoff,0.00,0.08,0.00,0.05
2016 General,65.25,67.42,71.43,66.46
2018 Primary,23.44,22.33,37.50,22.88
2018 Primary Runoff,16.04,12.87,0.00,14.25
2018 General,58.18,60.52,50.00,59.42
