ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,33.53,30.39,50.00,31.90
2016 Primary,30.84,28.54,0.00,29.64
2016 Primary Runoff,12.04,10.90,0.00,11.45
2016 General,59.28,61.51,80.00,60.45
2018 Primary,13.90,11.46,9.09,12.63
2018 Primary Runoff,10.30,7.13,9.09,8.65
2018 General,54.53,53.00,41.67,53.73
