ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,13.89,18.55,14.81,0.00,18.42,35.48,23.28,30.27
2016 Primary,5.26,9.45,2.47,0.00,0.00,15.02,6.25,12.48
2016 Primary Runoff,0.00,0.76,0.00,0.00,0.00,8.25,2.27,5.91
2016 General,39.13,43.23,47.73,100.0,30.95,61.99,50.41,56.46
2018 Primary,7.84,20.54,7.41,0.00,17.65,15.71,9.11,15.29
2018 Primary Runoff,4.00,6.71,1.23,0.00,6.25,12.59,4.33,10.20
2018 General,28.57,47.20,41.49,50.00,37.14,57.28,41.35,52.76
