ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,14.29,200.0,0.00,37.50
2016 Primary,0.00,inf00,0.00,100.0
2016 Primary Runoff,0.00,inf00,0.00,100.0
2016 General,33.33,16.67,0.00,26.67
2018 Primary,0.00,0.00,0.00,0.00
2018 Primary Runoff,-0000,-0000,-0000,-0000
2018 General,0.00,0.00,0.00,0.00
