ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,14.29,28.00,0.00,8.33,33.76,18.79,28.81
2016 Primary,15.38,6.25,4.00,0.00,15.38,17.07,6.71,14.23
2016 Primary Runoff,0.00,1.32,0.00,0.00,0.00,9.41,3.36,7.31
2016 General,47.06,49.85,60.71,100.0,33.33,59.82,37.74,56.03
2018 Primary,0.00,10.48,10.53,0.00,0.00,14.44,7.61,12.74
2018 Primary Runoff,0.00,2.56,2.70,0.00,0.00,12.57,4.57,9.61
2018 General,24.24,47.03,34.15,0.00,21.43,52.15,28.44,47.80
