ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,31.16,27.00,0.00,28.81
2016 Primary,15.70,13.10,0.00,14.23
2016 Primary Runoff,8.67,6.27,0.00,7.31
2016 General,55.56,56.39,0.00,56.03
2018 Primary,13.85,11.86,0.00,12.74
2018 Primary Runoff,10.71,8.74,0.00,9.61
2018 General,46.56,48.78,100.0,47.80
