ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,30.57,32.91,0.00,31.79
2016 Primary,13.00,15.92,0.00,14.52
2016 Primary Runoff,4.28,5.94,0.00,5.15
2016 General,62.46,66.99,0.00,64.82
2018 Primary,18.57,18.05,0.00,18.30
2018 Primary Runoff,8.94,8.23,0.00,8.57
2018 General,54.39,59.29,0.00,56.93
