COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,25.00,22.57,0.00,33.33,40.00,0.00,33.33,50.00,0.00,39.00,23.08,0.00,30.00,43.48,0.00,67.03,66.66,0.00,57.17,42.86,60.14
ATKINSON,50.00,23.91,22.35,0.00,25.00,50.00,0.00,40.00,100.0,0.00,35.06,27.83,0.00,0.00,100.0,100.0,60.94,60.85,0.00,57.31,49.08,56.13
BACON,0.00,34.98,31.80,0.00,43.75,28.57,0.00,0.00,25.00,0.00,33.33,21.05,0.00,44.44,62.50,50.00,66.47,65.79,0.00,43.43,31.23,59.68
BAKER,0.00,43.18,24.49,0.00,42.86,66.67,0.00,0.00,0.00,0.00,16.67,33.33,0.00,0.00,66.67,0.00,57.02,61.79,0.00,53.03,41.67,52.98
BALDWIN,0.00,35.43,30.07,0.00,41.89,44.83,0.00,15.79,47.06,0.00,53.06,53.33,0.00,41.12,37.76,87.50,68.19,68.97,60.00,65.51,53.89,63.27
BANKS,100.0,35.82,29.86,0.00,51.85,46.15,0.00,12.50,0.00,0.00,32.61,40.95,0.00,34.69,22.73,33.33,64.34,64.51,0.00,49.47,38.58,60.53
BARROW,47.83,35.69,32.25,100.0,44.86,44.28,0.00,32.00,38.46,40.00,46.86,38.17,100.0,25.62,22.41,58.14,59.66,59.16,66.67,62.46,46.86,54.71
BARTOW,52.00,36.54,31.87,0.00,51.30,35.32,0.00,28.89,35.29,0.00,41.70,37.13,100.0,37.76,31.15,44.74,57.83,59.23,33.33,56.10,43.25,54.18
BEN HILL,100.0,33.54,29.41,0.00,59.09,55.56,0.00,40.00,66.67,0.00,22.78,20.34,0.00,37.50,15.00,66.67,61.33,63.95,0.00,56.61,41.72,56.71
BERRIEN,100.0,40.28,28.46,100.0,34.62,34.62,0.00,14.29,54.55,0.00,39.24,17.46,0.00,25.00,26.32,50.00,58.69,60.60,0.00,55.07,39.19,56.73
BIBB,28.81,35.17,28.19,0.00,43.95,38.50,0.00,36.11,33.82,50.00,41.80,35.37,20.00,44.22,36.35,33.33,64.63,64.17,26.19,61.09,46.41,56.86
BLECKLEY,50.00,34.67,39.60,100.0,60.00,23.08,0.00,33.33,0.00,0.00,44.44,55.56,0.00,60.87,32.00,50.00,72.46,73.48,0.00,58.60,42.32,66.78
BRANTLEY,0.00,23.44,25.60,0.00,40.74,26.67,0.00,25.00,66.67,0.00,23.33,29.17,0.00,44.44,66.67,0.00,54.87,55.58,0.00,64.29,41.60,53.25
BROOKS,0.00,45.61,40.13,0.00,46.15,50.00,0.00,25.00,60.00,0.00,39.02,31.25,0.00,36.36,45.45,50.00,60.16,60.20,0.00,53.85,38.98,54.09
BRYAN,33.33,38.66,36.36,100.0,50.61,36.64,0.00,50.00,55.56,0.00,38.78,36.26,0.00,36.97,35.00,46.67,55.17,56.38,50.00,56.39,48.91,52.45
BULLOCH,52.94,32.47,28.96,0.00,41.54,41.77,0.00,31.25,60.00,0.00,44.44,35.60,0.00,50.68,34.01,41.18,61.89,61.84,12.50,50.95,39.96,54.09
BURKE,50.00,30.48,19.40,0.00,47.62,57.58,0.00,11.11,58.33,0.00,48.00,32.76,0.00,44.00,52.63,14.29,62.50,65.12,33.33,61.28,49.32,56.92
BUTTS,50.00,47.58,32.87,0.00,38.00,34.43,0.00,28.57,20.00,0.00,48.72,42.25,0.00,50.00,38.89,22.22,60.17,59.94,50.00,59.83,45.95,56.50
CALHOUN,0.00,28.81,25.40,0.00,50.00,0.00,0.00,0.00,0.00,0.00,44.44,44.44,0.00,27.27,66.67,0.00,69.81,72.64,50.00,62.05,49.02,60.54
CAMDEN,60.00,32.32,30.34,0.00,34.00,32.94,0.00,41.94,46.88,0.00,30.94,31.21,100.0,40.38,32.52,37.50,50.55,53.96,0.00,53.70,47.98,46.91
CANDLER,33.33,28.17,27.14,0.00,23.08,27.27,0.00,0.00,33.33,0.00,32.53,23.40,0.00,41.67,40.00,50.00,66.14,68.76,0.00,58.75,50.20,59.51
CARROLL,34.78,41.36,36.56,25.00,45.88,34.11,100.0,21.05,29.55,100.0,41.42,33.79,0.00,39.30,31.66,45.00,58.21,57.98,35.71,53.81,41.26,53.91
CATOOSA,42.86,37.44,36.35,0.00,36.28,34.71,0.00,47.83,36.36,0.00,42.06,38.56,0.00,35.82,26.89,42.86,56.33,58.04,0.00,54.32,44.10,53.69
CHARLTON,0.00,36.50,31.29,0.00,34.48,41.67,0.00,25.00,40.00,0.00,8.330,41.67,0.00,30.77,55.00,25.00,54.10,55.78,0.00,53.12,39.17,50.20
CHATHAM,27.81,36.84,29.72,12.50,41.16,34.60,100.0,37.36,23.67,25.00,35.05,29.65,33.33,36.73,33.41,51.02,56.84,54.64,24.59,56.54,41.23,50.62
