COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,459.0,352.0,396.0,442.0,502.0,558.0,619.0,728.0,768.0,2001.0,6825.0
ATKINSON,194.0,165.0,137.0,163.0,186.0,217.0,253.0,264.0,257.0,694.0,2530.0
BACON,265.0,185.0,219.0,282.0,344.0,360.0,343.0,353.0,402.0,1083.0,3836.0
BAKER,72.0,52.0,55.0,68.0,57.0,90.0,113.0,130.0,145.0,401.0,1183.0
BALDWIN,1219.0,871.0,979.0,1068.0,1001.0,1212.0,1430.0,1678.0,1726.0,4504.0,15688.0
BANKS,500.0,341.0,408.0,482.0,582.0,660.0,715.0,692.0,680.0,1805.0,6865.0
BARROW,1937.0,1832.0,2107.0,2522.0,2455.0,2757.0,2606.0,2644.0,2500.0,6098.0,27458.0
BARTOW,2632.0,2206.0,2379.0,2725.0,2955.0,3738.0,4165.0,4106.0,3870.0,8666.0,37442.0
BEN HILL,321.0,263.0,318.0,395.0,368.0,452.0,500.0,565.0,652.0,1732.0,5566.0
BERRIEN,377.0,333.0,389.0,429.0,482.0,597.0,559.0,661.0,626.0,1815.0,6268.0
BIBB,4599.0,4142.0,4275.0,4539.0,4414.0,5006.0,5375.0,6228.0,6295.0,15988.0,60861.0
BLECKLEY,346.0,265.0,299.0,328.0,364.0,420.0,462.0,536.0,476.0,1372.0,4868.0
BRANTLEY,348.0,319.0,330.0,374.0,453.0,581.0,593.0,598.0,553.0,1531.0,5680.0
BROOKS,281.0,270.0,355.0,359.0,370.0,467.0,532.0,643.0,667.0,1798.0,5742.0
BRYAN,997.0,749.0,1125.0,1346.0,1452.0,1709.0,1606.0,1656.0,1418.0,2960.0,15018.0
BULLOCH,2878.0,1495.0,1819.0,1840.0,1834.0,2047.0,1989.0,2180.0,2157.0,5496.0,23735.0
BURKE,519.0,462.0,510.0,621.0,637.0,800.0,844.0,1004.0,983.0,2358.0,8738.0
BUTTS,555.0,508.0,543.0,649.0,645.0,799.0,910.0,1003.0,928.0,2487.0,9027.0
CALHOUN,96.0,91.0,93.0,142.0,134.0,160.0,174.0,202.0,232.0,589.0,1913.0
