COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,88.00,93.00,0.00,11.00,8.000,0.00,1.000,3.000,0.00,39.00,21.00,0.00,9.000,10.00,0.00,2927.0,2561.0,0.00,670.0,384.0,6825.0
ATKINSON,2.000,22.00,19.00,0.00,2.000,6.000,0.00,2.000,1.000,0.00,54.00,32.00,0.00,0.00,1.000,1.000,1028.0,883.0,0.00,290.0,187.0,2530.0
BACON,0.00,71.00,69.00,0.00,7.000,2.000,0.00,0.00,1.000,0.00,14.00,8.000,0.00,4.000,5.000,1.000,1798.0,1519.0,0.00,238.0,99.00,3836.0
BAKER,0.00,19.00,12.00,0.00,3.000,2.000,0.00,0.00,0.00,0.00,2.000,1.000,0.00,0.00,2.000,0.00,341.0,346.0,0.00,280.0,175.0,1183.0
BALDWIN,0.00,169.0,184.0,0.00,31.00,26.00,0.00,3.000,8.000,0.00,52.00,40.00,0.00,44.00,37.00,7.000,4800.0,4178.0,3.000,3898.0,2208.0,15688.0
BANKS,4.000,144.0,152.0,0.00,14.00,12.00,0.00,1.000,0.00,0.00,30.00,43.00,0.00,17.00,10.00,2.000,3244.0,3096.0,0.00,47.00,49.00,6865.0
BARROW,11.00,899.0,905.0,1.000,96.00,89.00,0.00,8.000,10.00,2.000,523.0,358.0,1.000,144.0,117.0,25.00,11266.0,9956.0,4.000,1923.0,1120.0,27458.0
BARTOW,13.00,1384.0,1325.0,0.00,118.0,83.00,0.00,13.00,18.00,0.00,367.0,310.0,1.000,74.00,57.00,17.00,15706.0,14644.0,2.000,2083.0,1227.0,37442.0
BEN HILL,2.000,55.00,45.00,0.00,13.00,10.00,0.00,2.000,2.000,0.00,18.00,12.00,0.00,9.000,3.000,2.000,1911.0,1742.0,0.00,1186.0,554.0,5566.0
BERRIEN,2.000,87.00,72.00,1.000,9.000,9.000,0.00,1.000,6.000,0.00,31.00,11.00,0.00,4.000,5.000,4.000,2829.0,2659.0,0.00,353.0,185.0,6268.0
BIBB,17.00,1015.0,931.0,0.00,229.0,169.0,0.00,26.00,23.00,1.000,255.0,145.0,1.000,260.0,217.0,9.000,14860.0,12635.0,11.00,19397.0,10660.0,60861.0
BLECKLEY,1.000,52.00,59.00,1.000,9.000,3.000,0.00,1.000,0.00,0.00,12.00,10.00,0.00,14.00,8.000,2.000,2021.0,1909.0,0.00,518.0,248.0,4868.0
BRANTLEY,0.00,60.00,85.00,0.00,11.00,4.000,0.00,1.000,4.000,0.00,7.000,7.000,0.00,4.000,4.000,0.00,2779.0,2554.0,0.00,108.0,52.00,5680.0
BROOKS,0.00,130.0,128.0,0.00,12.00,14.00,0.00,2.000,3.000,0.00,32.00,20.00,0.00,8.000,5.000,1.000,1857.0,1726.0,0.00,1155.0,649.0,5742.0
BRYAN,5.000,602.0,592.0,1.000,83.00,48.00,0.00,15.00,20.00,0.00,178.0,128.0,0.00,78.00,63.00,7.000,5893.0,5355.0,2.000,1165.0,783.0,15018.0
BULLOCH,9.000,743.0,737.0,0.00,81.00,66.00,0.00,5.000,9.000,0.00,116.0,89.00,0.00,74.00,50.00,7.000,8863.0,7911.0,1.000,3232.0,1742.0,23735.0
BURKE,1.000,160.0,135.0,0.00,20.00,19.00,0.00,1.000,7.000,0.00,24.00,19.00,0.00,11.00,10.00,1.000,2247.0,2201.0,2.000,2466.0,1414.0,8738.0
BUTTS,3.000,315.0,237.0,0.00,19.00,21.00,0.00,2.000,2.000,0.00,38.00,30.00,0.00,15.00,7.000,2.000,3366.0,3082.0,2.000,1172.0,714.0,9027.0
CALHOUN,0.00,17.00,16.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,4.000,4.000,0.00,3.000,4.000,0.00,437.0,393.0,1.000,659.0,374.0,1913.0
