AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,16330,52658,62270,97000,94870,75450,10000,93300,10330,14100,27173,24292,81000,11582,10943,10600,171060,164615,97000,150187,133242,831012
25-29,76300,39070,41767,36000,77290,58350,30000,59000,56900,50000,16563,13615,41000,78200,75920,38300,160820,146684,33900,135336,107622,693227
30-34,53700,35047,35135,29000,61830,46910,00000,46700,44200,38000,12342,94150,31000,76820,66410,24300,156698,142037,24400,122061,89168,629131
35-39,42700,33389,32717,29000,57680,43690,30000,47800,41100,30000,11156,81430,26000,79610,61250,18600,152229,136536,19900,120260,83975,604417
40-44,34400,28791,28360,20000,47830,36260,10000,41400,37700,28000,10004,75600,32000,83730,64600,14100,146786,132995,18000,110453,77804,567532
45-49,33500,28309,29966,20000,42210,35790,10000,41000,39700,42000,90240,77950,45000,84400,78270,18000,170427,158620,17000,111888,83224,624920
50-54,32700,25073,26958,21000,36550,32440,00000,36900,34400,26000,75950,74720,32000,66310,66010,17500,171180,161278,16700,106038,80630,607816
55-59,32400,23871,24798,16000,32790,28320,70000,32000,29100,30000,60350,57690,29000,57440,54950,17000,182897,169829,16400,100368,76267,608535
60-64,26900,19560,19537,14000,26570,24700,10000,27800,24500,15000,42930,40860,21000,48210,44210,12700,172061,154520,11400,84809,63220,537539
65-OVER,85600,47577,40487,35000,47470,39640,30000,45500,49200,25000,73290,62910,83000,99610,97660,31300,483438,404776,22700,171170,110828,1302823
TOTAL,58150,333345,341995,31700,52509,42155,29000,47140,46010,42500,111514,94438,42100,79015,71871,29780,1967596,1771890,27740,1212570,905980,7006952
