RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.90,2.33,0.00,2.59
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,2.78,0.00,1.32
ASIA-PI,0.00,2.78,0.00,1.33
WHITE,2.96,2.59,0.00,2.77
BLACK,3.05,8.36,0.00,5.71
TOTAL,2.78,3.44,0.00,3.12
