RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.00,0.920,0.00,0.430
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,1.420,1.690,0.00,1.540
BLACK,2.990,1.900,0.00,2.470
TOTAL,1.610,1.520,0.00,1.570
