RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.44,2.63,0.00,2.53
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,10.53,11.32,0.00,10.99
BLACK,6.32,7.22,0.00,6.89
TOTAL,6.02,6.99,0.00,6.61
