RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.52,3.31,0.00,3.92
OTHER,4.35,3.85,0.00,4.08
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,5.26,10.00,0.00,7.69
WHITE,8.87,7.45,0.00,8.12
BLACK,0.63,0.23,0.00,0.39
TOTAL,6.66,5.33,0.00,5.95
