RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.61,1.01,0.00,2.17
OTHER,7.41,0.00,0.00,3.17
NATIVE-AM,50.00,50.00,0.00,50.00
HISP-LT,2.33,0.00,0.00,1.15
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,10.54,8.96,0.00,9.72
BLACK,3.57,3.35,0.00,3.43
TOTAL,8.71,6.89,0.00,7.74
