RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.280,4.150,0.00,2.600
OTHER,5.710,2.630,0.00,4.110
NATIVE-AM,50.00,0.00,0.00,33.33
HISP-LT,1.540,0.00,0.00,0.740
ASIA-PI,20.00,10.00,0.00,13.33
WHITE,6.530,5.540,0.00,6.070
BLACK,6.050,9.170,0.00,7.820
TOTAL,5.500,7.860,0.00,6.760
