RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.830,1.890,0.00,1.860
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,10.18,8.170,0.00,9.040
BLACK,0.910,1.080,0.00,1.010
TOTAL,7.570,6.190,0.00,6.790
