RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.88,0.00,0.00,0.45
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,1.54,0.00,0.83
ASIA-PI,5.56,0.00,0.00,2.63
WHITE,6.22,5.62,0.00,5.91
BLACK,0.25,0.00,0.00,0.09
TOTAL,2.84,1.95,0.00,2.34
