ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,37.93,38.79,50.00,38.40
2016 Primary,16.94,15.54,33.33,16.24
2016 Primary Runoff,9.74,8.49,16.67,9.10
2016 General,67.47,72.06,71.43,69.87
2018 Primary,15.68,14.76,0.00,15.17
2018 Primary Runoff,12.35,10.22,0.00,11.22
2018 General,65.32,65.45,75.00,65.41
