ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,38.18,40.60,33.33,39.42
2016 Primary,17.52,18.77,0.00,18.15
2016 Primary Runoff,10.44,10.77,0.00,10.60
2016 General,67.68,70.37,80.00,69.09
2018 Primary,17.50,18.73,33.33,18.15
2018 Primary Runoff,15.46,12.19,0.00,13.77
2018 General,65.33,67.53,75.00,66.47
