ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,41.84,48.08,0.00,45.21
2016 Primary,22.39,23.44,0.00,22.94
2016 Primary Runoff,10.70,12.81,0.00,11.84
2016 General,70.02,78.94,33.33,74.84
2018 Primary,27.23,32.09,0.00,29.79
2018 Primary Runoff,8.36,7.72,0.00,8.00
2018 General,70.05,74.38,50.00,72.35
