ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,11.11,36.36,20.83,100.0,33.33,51.70,32.08,48.00
2016 Primary,0.00,8.82,8.33,0.00,0.00,23.25,12.96,21.03
2016 Primary Runoff,0.00,0.00,8.70,0.00,0.00,13.87,4.63,12.13
2016 General,50.00,78.95,70.83,100.0,66.67,76.23,66.96,74.90
2018 Primary,11.11,21.05,8.70,0.00,0.00,25.83,15.45,23.69
2018 Primary Runoff,0.00,2.78,8.70,0.00,0.00,18.36,10.00,16.25
2018 General,54.55,73.68,68.00,50.00,42.86,72.09,52.59,69.34
