ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,26.92,41.82,20.20,0.00,36.84,44.48,30.78,40.72
2016 Primary,7.23,25.22,2.75,0.00,14.55,21.10,15.40,21.03
2016 Primary Runoff,1.22,0.68,0.92,0.00,0.00,11.29,3.39,5.80
2016 General,59.55,73.12,54.76,60.00,64.00,72.39,62.50,70.47
2018 Primary,2.13,26.14,3.76,25.00,7.14,19.52,15.69,20.47
2018 Primary Runoff,2.13,4.15,3.82,25.00,1.45,18.95,5.37,10.37
2018 General,44.90,72.05,51.52,66.67,49.30,66.47,53.25,65.67
