ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,38.17,42.51,50.00,40.46
2016 Primary,16.07,17.25,33.33,16.72
2016 Primary Runoff,11.49,11.59,0.00,11.52
2016 General,64.33,67.49,80.00,66.02
2018 Primary,20.24,18.26,16.67,19.20
2018 Primary Runoff,15.17,14.46,16.67,14.81
2018 General,58.85,62.83,50.00,60.89
