ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,43.32,42.10,50.00,42.67
2016 Primary,18.97,18.92,0.00,18.92
2016 Primary Runoff,12.44,12.33,0.00,12.37
2016 General,69.22,73.15,75.00,71.32
2018 Primary,19.50,18.85,0.00,19.13
2018 Primary Runoff,17.16,16.37,0.00,16.71
2018 General,64.35,66.76,66.67,65.64
