ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.45,45.25,0.00,42.88
2016 Primary,19.67,19.85,20.00,19.76
2016 Primary Runoff,11.10,10.85,0.00,10.96
2016 General,72.67,75.10,66.67,73.88
2018 Primary,18.41,19.55,14.29,18.98
2018 Primary Runoff,15.21,14.91,0.00,15.03
2018 General,64.25,67.67,66.67,65.96
