ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,37.92,39.41,0.00,38.74
2016 Primary,50.34,55.47,0.00,53.19
2016 Primary Runoff,1.36,1.10,0.00,1.22
2016 General,67.34,74.37,0.00,71.24
2018 Primary,21.23,20.67,0.00,20.92
2018 Primary Runoff,17.62,14.77,0.00,16.05
2018 General,65.46,69.13,0.00,67.48
