ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,41.11,39.46,25.00,40.24
2016 Primary,23.99,22.78,25.00,23.35
2016 Primary Runoff,12.51,12.41,0.00,12.45
2016 General,66.02,67.39,92.31,66.76
2018 Primary,16.93,16.30,33.33,16.61
2018 Primary Runoff,17.67,15.84,0.00,16.71
2018 General,54.78,55.48,69.23,55.16
