ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.19,43.58,0.00,43.83
2016 Primary,30.19,28.67,0.00,29.38
2016 Primary Runoff,18.02,17.57,0.00,17.78
2016 General,66.02,67.39,92.31,66.76
2018 Primary,16.93,16.30,33.33,16.61
2018 Primary Runoff,17.67,15.84,0.00,16.71
2018 General,54.79,55.49,69.23,55.16
