ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,45.00,43.10,0.00,44.01
2016 Primary,31.48,32.20,0.00,31.86
2016 Primary Runoff,7.41,6.82,0.00,7.10
2016 General,70.52,75.56,0.00,73.09
2018 Primary,27.81,29.07,0.00,28.36
2018 Primary Runoff,17.86,20.23,0.00,19.01
2018 General,62.35,68.51,100.0,65.62
