ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,32.81,0.00,0.00,0.00,39.59,42.86,37.95
2016 Primary,0.00,28.79,0.00,0.00,0.00,29.02,11.11,28.14
2016 Primary Runoff,0.00,3.03,0.00,0.00,0.00,6.90,0.00,6.05
2016 General,0.00,65.22,66.67,0.00,0.00,70.31,63.64,69.14
2018 Primary,0.00,30.77,16.67,0.00,0.00,31.79,18.18,30.62
2018 Primary Runoff,0.00,16.92,16.67,0.00,0.00,14.69,9.09,14.73
2018 General,0.00,69.23,66.67,0.00,0.00,64.35,30.00,62.44
