ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,20.83,0.00,0.00,100.0,45.87,40.00,44.01
2016 Primary,0.00,8.00,0.00,0.00,100.0,33.88,20.00,31.86
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,7.84,0.00,7.10
2016 General,0.00,76.92,66.67,0.00,100.0,73.50,33.33,73.09
2018 Primary,0.00,25.00,0.00,0.00,100.0,29.70,0.00,28.36
2018 Primary Runoff,0.00,4.17,0.00,0.00,100.0,20.79,0.00,19.01
2018 General,0.00,65.22,100.0,0.00,100.0,66.34,40.00,65.62
