,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.84,37.6,0.0
1,OTHER,42.86,59.57,0.0
2,NATIVE AMERICAN,25.0,0.0,0.0
3,LATINO,26.92,41.18,0.0
4,ASIAN-PACIFIC,25.0,19.05,0.0
5,WHITE,44.0,42.86,0.0
6,BLACK,39.53,48.48,50.0
