PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
LOCUST GROVE,2.0,336.0,310.0,0.0,98.0,74.0,0.0,1.0,5.0,1.0,102.0,90.0,0.0,37.0,35.0,3.0,1131.0,1046.0,0.0,1626.0,1196.0,6093.0
TUSSAHAW,0.0,128.0,145.0,0.0,34.0,25.0,0.0,1.0,1.0,0.0,35.0,29.0,0.0,10.0,8.0,3.0,1332.0,1272.0,0.0,122.0,106.0,3251.0
SANDY RIDGE,2.0,200.0,195.0,0.0,29.0,42.0,0.0,1.0,4.0,0.0,62.0,45.0,0.0,23.0,14.0,1.0,1795.0,1648.0,0.0,310.0,270.0,4641.0
WESTSIDE,0.0,448.0,356.0,0.0,126.0,101.0,0.0,3.0,2.0,1.0,174.0,131.0,0.0,34.0,21.0,1.0,679.0,552.0,4.0,2770.0,1815.0,7218.0
LOWES,4.0,516.0,426.0,1.0,165.0,136.0,0.0,1.0,6.0,0.0,191.0,168.0,0.0,88.0,81.0,1.0,1625.0,1496.0,4.0,2490.0,1902.0,9301.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SOUTH HAMPTON,2.0,268.0,232.0,0.0,66.0,59.0,0.0,4.0,1.0,0.0,70.0,73.0,0.0,24.0,19.0,2.0,1327.0,1209.0,0.0,1155.0,846.0,5357.0
NORTH HAMPTON,3.0,341.0,300.0,0.0,87.0,80.0,0.0,6.0,4.0,0.0,124.0,85.0,0.0,31.0,18.0,1.0,1511.0,1313.0,2.0,1752.0,1270.0,6928.0
MOUNT CARMEL,3.0,271.0,277.0,1.0,115.0,73.0,0.0,2.0,3.0,0.0,70.0,57.0,0.0,107.0,100.0,1.0,491.0,467.0,1.0,1622.0,1252.0,4913.0
RED OAK,8.0,311.0,280.0,0.0,113.0,97.0,0.0,6.0,1.0,0.0,96.0,81.0,1.0,237.0,216.0,0.0,351.0,324.0,0.0,2060.0,1462.0,5644.0
