PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
WESLEY LAKES,3.0,297.0,278.0,1.0,103.0,83.0,0.0,2.0,1.0,0.0,103.0,92.0,0.0,47.0,54.0,0.0,734.0,605.0,1.0,1734.0,1270.0,5408.0
MCDONOUGH,0.0,139.0,105.0,0.0,43.0,26.0,0.0,1.0,1.0,0.0,32.0,27.0,0.0,10.0,6.0,1.0,377.0,307.0,0.0,736.0,508.0,2319.0
MCMULLEN,0.0,154.0,144.0,0.0,29.0,34.0,0.0,2.0,1.0,0.0,41.0,27.0,0.0,18.0,8.0,1.0,1259.0,1201.0,2.0,322.0,246.0,3489.0
EAST LAKE,1.0,156.0,141.0,0.0,35.0,29.0,0.0,0.0,2.0,0.0,39.0,19.0,0.0,28.0,28.0,2.0,1214.0,1131.0,0.0,234.0,189.0,3248.0
HICKORY FLAT,3.0,280.0,240.0,0.0,88.0,70.0,0.0,0.0,1.0,0.0,71.0,73.0,0.0,84.0,86.0,2.0,854.0,744.0,0.0,1451.0,1057.0,5104.0
STOCKBRIDGE EAST-,5.0,396.0,311.0,0.0,128.0,96.0,0.0,3.0,4.0,0.0,140.0,113.0,0.0,85.0,80.0,0.0,620.0,540.0,4.0,2761.0,1683.0,6969.0
STAGECOACH,2.0,175.0,153.0,0.0,48.0,34.0,0.0,1.0,1.0,0.0,59.0,57.0,0.0,18.0,17.0,0.0,801.0,740.0,0.0,801.0,595.0,3502.0
COTTON INDIAN,1.0,233.0,203.0,0.0,73.0,65.0,0.0,0.0,1.0,0.0,71.0,57.0,1.0,57.0,42.0,2.0,1076.0,969.0,3.0,1004.0,755.0,4613.0
PLEASANT GROVE,1.0,161.0,172.0,1.0,48.0,56.0,0.0,1.0,0.0,0.0,48.0,30.0,0.0,23.0,23.0,4.0,1158.0,999.0,0.0,683.0,576.0,3984.0
AUSTIN ROAD,0.0,152.0,148.0,0.0,43.0,39.0,0.0,0.0,1.0,0.0,52.0,30.0,0.0,17.0,19.0,1.0,595.0,543.0,2.0,888.0,753.0,3283.0
SWAN LAKE,1.0,154.0,155.0,0.0,33.0,41.0,0.0,1.0,2.0,0.0,42.0,44.0,0.0,16.0,12.0,0.0,1029.0,992.0,0.0,586.0,476.0,3584.0
SHAKERAG,1.0,167.0,198.0,0.0,50.0,31.0,0.0,3.0,2.0,0.0,32.0,24.0,0.0,9.0,8.0,0.0,248.0,247.0,0.0,1638.0,1254.0,3912.0
ELLENWOOD,1.0,197.0,205.0,0.0,52.0,41.0,0.0,2.0,3.0,0.0,30.0,18.0,0.0,16.0,9.0,0.0,335.0,338.0,1.0,1561.0,1323.0,4132.0
UNITY GROVE,1.0,198.0,213.0,0.0,46.0,45.0,0.0,0.0,6.0,0.0,51.0,55.0,0.0,13.0,12.0,4.0,1687.0,1534.0,0.0,415.0,302.0,4582.0
SHILOH,2.0,227.0,152.0,0.0,88.0,53.0,0.0,1.0,2.0,0.0,75.0,65.0,0.0,19.0,9.0,0.0,645.0,545.0,3.0,1334.0,859.0,4079.0
PATES CREEK,1.0,259.0,225.0,0.0,77.0,73.0,0.0,5.0,5.0,0.0,107.0,55.0,1.0,96.0,82.0,1.0,1087.0,1061.0,1.0,1281.0,905.0,5322.0
OAKLAND,1.0,233.0,187.0,0.0,61.0,50.0,0.0,2.0,2.0,0.0,58.0,51.0,0.0,50.0,46.0,1.0,1096.0,992.0,1.0,888.0,673.0,4392.0
LAKE DOW,1.0,222.0,199.0,1.0,60.0,41.0,0.0,0.0,1.0,0.0,55.0,38.0,0.0,32.0,10.0,2.0,1606.0,1515.0,2.0,628.0,486.0,4899.0
FLIPPEN,2.0,264.0,198.0,0.0,99.0,86.0,0.0,0.0,3.0,0.0,59.0,49.0,1.0,143.0,143.0,1.0,729.0,615.0,1.0,1106.0,886.0,4385.0
STOCKBRIDGE CENTRAL,6.0,249.0,227.0,0.0,94.0,50.0,0.0,4.0,5.0,0.0,143.0,112.0,0.0,42.0,47.0,0.0,680.0,585.0,0.0,1347.0,944.0,4535.0
KELLEYTOWN,0.0,173.0,156.0,0.0,42.0,31.0,0.0,1.0,0.0,0.0,23.0,22.0,0.0,14.0,6.0,1.0,1113.0,1058.0,1.0,414.0,343.0,3398.0
LIGHTHOUSE,2.0,150.0,173.0,0.0,47.0,45.0,0.0,5.0,2.0,0.0,37.0,42.0,0.0,35.0,15.0,0.0,743.0,667.0,1.0,975.0,747.0,3686.0
DUTCHTOWN,0.0,130.0,131.0,0.0,37.0,33.0,0.0,4.0,1.0,2.0,58.0,44.0,1.0,30.0,22.0,2.0,742.0,699.0,1.0,408.0,334.0,2679.0
MT. BETHEL,2.0,139.0,138.0,0.0,35.0,31.0,0.0,1.0,7.0,0.0,25.0,21.0,0.0,7.0,3.0,3.0,1205.0,1169.0,1.0,310.0,232.0,3329.0
GROVE PARK,2.0,202.0,181.0,0.0,41.0,47.0,0.0,2.0,1.0,0.0,59.0,35.0,0.0,8.0,10.0,1.0,1104.0,1004.0,0.0,510.0,399.0,3606.0
LAKE HAVEN,1.0,175.0,183.0,0.0,40.0,46.0,0.0,2.0,2.0,0.0,53.0,54.0,0.0,30.0,22.0,1.0,1275.0,1175.0,1.0,647.0,493.0,4200.0
MCDONOUGH CENTRAL,1.0,235.0,147.0,0.0,50.0,47.0,0.0,2.0,1.0,0.0,44.0,36.0,0.0,24.0,19.0,1.0,929.0,770.0,2.0,1025.0,727.0,4060.0
TIMBERRIDGE,0.0,81.0,95.0,0.0,26.0,11.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,16.0,10.0,0.0,682.0,639.0,0.0,204.0,188.0,1977.0
88888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0
99999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,8.0,10.0,30.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TOTAL,65.0,8418.0,7580.0,5.0,2450.0,2022.0,0.0,70.0,85.0,4.0,2543.0,2062.0,5.0,1579.0,1360.0,44.0,35872.0,32717.0,39.0,39809.0,29333.0,166062.0
