,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.43,44.78,0.0
1,OTHER,25.0,71.43,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,75.0,16.67,0.0
4,ASIAN-PACIFIC,50.0,60.0,0.0
5,WHITE,67.04,65.47,100.0
6,BLACK,53.12,69.06,0.0
