PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ARNOLD MILL,2.0,208.0,224.0,0.0,26.0,34.0,0.0,1.0,1.0,0.0,68.0,66.0,0.0,26.0,14.0,1.0,1977.0,1827.0,0.0,54.0,62.0,4591.0
AVERY,1.0,145.0,173.0,0.0,13.0,11.0,0.0,2.0,1.0,1.0,24.0,31.0,0.0,9.0,6.0,1.0,1374.0,1306.0,0.0,19.0,19.0,3136.0
BALL GROUND,0.0,169.0,191.0,0.0,6.0,9.0,0.0,1.0,3.0,0.0,13.0,20.0,0.0,6.0,3.0,2.0,1635.0,1470.0,0.0,12.0,15.0,3555.0
BASCOMB,1.0,179.0,186.0,0.0,23.0,23.0,0.0,3.0,0.0,0.0,58.0,53.0,0.0,25.0,14.0,1.0,1696.0,1618.0,0.0,109.0,82.0,4071.0
BELLS,1.0,301.0,306.0,0.0,43.0,59.0,0.0,8.0,5.0,0.0,199.0,160.0,0.0,82.0,92.0,1.0,1756.0,1720.0,0.0,428.0,354.0,5515.0
BOOTH,0.0,165.0,167.0,0.0,23.0,25.0,0.0,2.0,0.0,0.0,59.0,43.0,0.0,35.0,38.0,1.0,1595.0,1548.0,0.0,134.0,109.0,3944.0
BRADSHAW,0.0,186.0,194.0,1.0,18.0,15.0,0.0,2.0,1.0,0.0,48.0,54.0,0.0,29.0,17.0,4.0,1855.0,1708.0,0.0,92.0,79.0,4303.0
BRIDGEMILL,4.0,227.0,270.0,0.0,29.0,14.0,0.0,2.0,1.0,0.0,64.0,56.0,0.0,28.0,20.0,3.0,2235.0,1965.0,0.0,80.0,68.0,5066.0
CANTON,3.0,480.0,426.0,0.0,35.0,29.0,0.0,3.0,7.0,0.0,153.0,135.0,0.0,11.0,9.0,4.0,2663.0,2295.0,0.0,310.0,227.0,6790.0
CARMEL,2.0,225.0,272.0,1.0,42.0,33.0,0.0,2.0,3.0,0.0,135.0,115.0,0.0,32.0,27.0,4.0,1424.0,1239.0,0.0,415.0,253.0,4224.0
WOODSTOCK,4.0,395.0,375.0,0.0,46.0,49.0,0.0,4.0,3.0,2.0,165.0,106.0,0.0,72.0,45.0,1.0,2573.0,2115.0,1.0,444.0,287.0,6687.0
CLAYTON,0.0,213.0,204.0,0.0,15.0,11.0,0.0,3.0,2.0,0.0,40.0,30.0,0.0,4.0,5.0,1.0,1658.0,1517.0,0.0,85.0,64.0,3852.0
CONNS CREEK,0.0,30.0,48.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,4.0,0.0,1.0,345.0,341.0,0.0,2.0,0.0,790.0
DEER RUN,2.0,151.0,152.0,0.0,19.0,22.0,0.0,6.0,0.0,1.0,38.0,32.0,0.0,28.0,21.0,0.0,1227.0,1053.0,0.0,127.0,100.0,2979.0
DIXIE,3.0,320.0,320.0,0.0,52.0,38.0,0.0,3.0,4.0,0.0,145.0,120.0,0.0,37.0,22.0,2.0,2219.0,1914.0,0.0,287.0,225.0,5711.0
FREEHOME,0.0,227.0,278.0,0.0,19.0,20.0,0.0,2.0,1.0,1.0,43.0,48.0,0.0,18.0,15.0,5.0,2306.0,2183.0,0.0,44.0,48.0,5258.0
HICKORY FLAT,6.0,310.0,305.0,0.0,34.0,32.0,0.0,5.0,6.0,0.0,104.0,56.0,0.0,46.0,37.0,2.0,2537.0,2273.0,0.0,155.0,143.0,6051.0
HIGHTOWER,1.0,162.0,171.0,0.0,10.0,13.0,0.0,0.0,2.0,0.0,23.0,30.0,0.0,13.0,5.0,1.0,1441.0,1335.0,0.0,32.0,27.0,3266.0
HILLSIDE,0.0,124.0,132.0,0.0,14.0,12.0,0.0,1.0,0.0,0.0,29.0,24.0,0.0,13.0,9.0,2.0,1434.0,1364.0,0.0,45.0,42.0,3245.0
HOLLY SPRINGS,2.0,140.0,156.0,0.0,16.0,14.0,0.0,0.0,2.0,0.0,55.0,46.0,0.0,16.0,12.0,3.0,1066.0,994.0,0.0,76.0,53.0,2651.0
KELLOGG,1.0,267.0,279.0,0.0,42.0,22.0,0.0,5.0,6.0,0.0,169.0,150.0,0.0,41.0,32.0,2.0,1972.0,1799.0,0.0,219.0,189.0,5195.0
LIBERTY,6.0,482.0,480.0,0.0,53.0,37.0,0.0,5.0,3.0,0.0,184.0,168.0,0.0,39.0,47.0,4.0,3135.0,2614.0,1.0,432.0,344.0,8034.0
LITTLE RIVER,3.0,411.0,389.0,1.0,50.0,51.0,0.0,3.0,7.0,0.0,191.0,120.0,0.0,82.0,59.0,3.0,2916.0,2307.0,2.0,270.0,217.0,7082.0
MACEDONIA,1.0,230.0,230.0,0.0,16.0,17.0,0.0,4.0,1.0,0.0,60.0,38.0,0.0,32.0,20.0,0.0,1936.0,1831.0,0.0,91.0,71.0,4578.0
MOUNTAIN ROAD,0.0,114.0,145.0,0.0,11.0,15.0,0.0,5.0,2.0,0.0,44.0,36.0,0.0,10.0,8.0,1.0,1277.0,1270.0,0.0,28.0,32.0,2998.0
OAK GROVE,0.0,184.0,209.0,0.0,12.0,22.0,0.0,2.0,2.0,0.0,61.0,43.0,0.0,21.0,27.0,0.0,1497.0,1341.0,1.0,145.0,120.0,3687.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
R M MOORE,2.0,128.0,160.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,27.0,19.0,0.0,9.0,4.0,0.0,1392.0,1278.0,0.0,17.0,16.0,3072.0
R T JONES,0.0,140.0,157.0,0.0,13.0,14.0,0.0,2.0,1.0,0.0,85.0,84.0,0.0,13.0,7.0,0.0,889.0,793.0,0.0,151.0,90.0,2439.0
ROSECREEK,4.0,156.0,167.0,0.0,20.0,10.0,0.0,0.0,1.0,0.0,60.0,40.0,0.0,17.0,14.0,2.0,1640.0,1553.0,0.0,67.0,51.0,3802.0
SALACOA,1.0,37.0,34.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,270.0,285.0,0.0,2.0,5.0,658.0
SIXES,5.0,120.0,146.0,0.0,19.0,11.0,0.0,3.0,2.0,0.0,37.0,25.0,0.0,20.0,12.0,0.0,1260.0,1205.0,0.0,48.0,41.0,2954.0
SUTALLEE,1.0,105.0,113.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,5.0,3.0,0.0,1017.0,984.0,0.0,19.0,21.0,2334.0
TEASLEY,4.0,403.0,427.0,0.0,36.0,24.0,0.0,2.0,5.0,1.0,148.0,130.0,1.0,56.0,33.0,4.0,3154.0,2823.0,3.0,160.0,135.0,7549.0
TOONIGH,4.0,335.0,371.0,0.0,41.0,31.0,0.0,10.0,4.0,0.0,120.0,85.0,0.0,38.0,27.0,1.0,2622.0,2319.0,0.0,224.0,150.0,6382.0
