,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,33.33,50.0,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,69.05,73.68,0.0
6,BLACK,56.52,80.0,0.0
