,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.9,56.96,0.0
1,OTHER,80.0,75.0,0.0
2,NATIVE AMERICAN,100.0,100.0,0.0
3,LATINO,37.5,69.23,100.0
4,ASIAN-PACIFIC,66.67,75.0,0.0
5,WHITE,67.54,70.49,0.0
6,BLACK,58.33,66.67,0.0
