PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
2A,100,34.57,32.63,0,35.29,35,0,33.33,50,100,43.3,37.84,0,36.59,45.95,50,61.4,63.06,0,51.11,37.93,55.84
3A,0,43.01,34.07,0,41.67,46.15,0,100,0,0,42.52,24.11,0,42.86,25,50,69.02,68.11,0,35,41.18,60.17
4A,0,48.84,40.74,0,62.5,52.94,0,33.33,50,100,56.89,43.67,0,39.29,25.81,50,69.17,65.84,0,57.14,48.48,61.69
5A,50,33.62,25.83,0,22.22,30,0,0,0,0,48.59,39.43,0,40,50,0,36.39,41.67,0,59.31,42.86,41.38
6A,0,29.82,25.23,0,33.33,37.5,0,0,0,0,50,31.71,0,0,0,0,40.41,44,0,50.43,44.59,39.4
AN,0,34.33,28.07,0,53.33,20,0,0,100,0,44.38,38.04,0,100,100,0,46.88,49.55,0,67.92,38.98,43.59
CA,0,33.33,34.31,0,25,50,0,0,100,0,55.56,37.93,0,0,0,100,52.58,54.95,0,50,27.27,50.66
CO,0,38.6,31.43,0,40,66.67,0,100,0,0,58.33,35.29,0,50,66.67,0,56.2,63.48,0,76.92,71.43,57.09
DG,0,39.16,36,0,64.29,46.15,0,66.67,50,0,48.85,46.8,0,50,66.67,66.67,62.35,64.31,0,63.64,43.75,58.08
ES,50,26.53,30.84,0,33.33,71.43,0,100,0,100,46.78,31.76,0,0,0,0,53.33,54.94,0,66.67,54.76,48.04
FI,0,34.18,38.53,0,40,20,0,0,0,0,53.96,37.23,0,60,66.67,0,58.76,56.46,0,75,58.33,54.34
GL,0,38.02,31.15,0,40,62.5,0,50,0,0,47.97,39.92,0,50,40,0,60.39,59.22,0,55.56,52.00,52.87
LT,0,43.24,34,0,33.33,66.67,0,50,100,0,33.33,40,0,0,0,0,68.45,67.28,0,50,0,63.61
MC,0,46.75,45.33,0,25,66.67,0,0,0,0,35,50,0,42.86,33.33,0,63.24,60.99,0,55.56,28.57,59.59
NI,0,42.24,38.84,0,42.86,100,0,0,0,0,39.51,26.67,0,0,0,100,62.71,62.09,0,55.56,50.00,57.77
PG,100,42.11,37.05,100,31.25,54.55,0,50,0,33.33,41.22,42.23,0,31.82,39.29,50,62.86,63.06,0,51.16,30.51,56.53
TH,0,33.33,35.75,0,80,37.5,0,0,0,0,40.54,35.09,0,53.33,50,66.67,56.41,59.27,0,75,48.94,54.46
TI,0,43.24,21.43,0,0,100,0,100,0,0,50,27.78,0,0,0,0,56.84,57.76,0,0,0,52.36
TR,0,53.33,52.54,0,50,33.33,0,0,0,0,25,44.44,0,0,100,0,69.89,66.85,0,100,25.00,66.16
UT,50,39.22,42,0,100,0,0,0,0,0,50,40,0,100,0,0,60.67,60.76,0,0,0,58.37
VA,100,40.09,39.07,0,39.13,57.14,0,100,20,0,53.42,36.73,0,36,44.44,0,62.06,64.67,0,66.67,54.39,59.52
TOTAL,50.0,38.72,35.31,100.0,43.72,47.31,,48.39,32.0,55.56,47.36,37.48,,39.91,41.07,48.28,60.78,61.54,,59.32,45.09,55.56
