,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,38.98,56.82,0.0
1,OTHER,100.0,33.33,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,28.57,37.5,0.0
4,ASIAN-PACIFIC,60.0,50.0,0.0
5,WHITE,66.67,66.33,0.0
6,BLACK,58.12,70.3,0.0
