PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BOLD SPRINGS,2.0,301.0,321.0,0.0,13.0,22.0,0.0,1.0,2.0,0.0,37.0,37.0,0.0,13.0,6.0,1.0,1720.0,1594.0,0.0,137.0,129.0,4336.0
WHATLEY,0.0,58.0,63.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,448.0,404.0,0.0,31.0,25.0,1050.0
WALKER PARK,2.0,238.0,279.0,1.0,7.0,14.0,0.0,1.0,1.0,0.0,24.0,15.0,0.0,36.0,33.0,2.0,1341.0,1232.0,0.0,126.0,113.0,3465.0
GRATIS,1.0,67.0,75.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,5.0,0.0,489.0,473.0,0.0,21.0,26.0,1183.0
BETWEEN,1.0,337.0,344.0,1.0,20.0,18.0,0.0,0.0,3.0,0.0,27.0,25.0,0.0,11.0,12.0,0.0,1814.0,1597.0,0.0,196.0,186.0,4592.0
WALNUT GROVE,1.0,175.0,205.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,11.0,11.0,0.0,6.0,7.0,3.0,989.0,919.0,1.0,64.0,47.0,2452.0
LOGANVILLE NORTH,2.0,456.0,458.0,0.0,32.0,27.0,0.0,2.0,2.0,0.0,56.0,49.0,0.0,21.0,39.0,1.0,1771.0,1546.0,0.0,298.0,239.0,4999.0
SOCIAL CIRCLE,0.0,276.0,248.0,0.0,13.0,12.0,0.0,1.0,0.0,0.0,14.0,15.0,0.0,9.0,10.0,0.0,1498.0,1233.0,1.0,547.0,412.0,4289.0
SOUTH MONROE,0.0,338.0,319.0,0.0,17.0,10.0,0.0,3.0,3.0,0.0,29.0,28.0,0.0,11.0,14.0,1.0,1311.0,1028.0,0.0,351.0,247.0,3710.0
NORTH MONROE,2.0,431.0,370.0,0.0,23.0,10.0,0.0,2.0,3.0,0.0,21.0,19.0,0.0,13.0,12.0,1.0,902.0,724.0,0.0,1217.0,746.0,4496.0
LOGANVILLE SOUTH,2.0,308.0,316.0,0.0,19.0,16.0,0.0,1.0,3.0,0.0,47.0,30.0,0.0,24.0,21.0,1.0,1292.0,1090.0,1.0,337.0,211.0,3719.0
WEST WALTON,3.0,281.0,315.0,0.0,9.0,14.0,0.0,1.0,1.0,0.0,34.0,37.0,0.0,4.0,8.0,2.0,1589.0,1478.0,0.0,132.0,134.0,4042.0
BROKEN ARROW,1.0,312.0,350.0,0.0,14.0,9.0,0.0,0.0,5.0,0.0,26.0,28.0,0.0,12.0,9.0,2.0,1710.0,1479.0,0.0,152.0,111.0,4220.0
BAY CREEK,1.0,223.0,221.0,0.0,12.0,14.0,0.0,3.0,3.0,0.0,26.0,19.0,1.0,8.0,14.0,0.0,1226.0,1192.0,0.0,88.0,93.0,3144.0
E MONROE,1.0,331.0,293.0,0.0,21.0,9.0,0.0,1.0,1.0,0.0,25.0,16.0,0.0,5.0,6.0,4.0,1002.0,799.0,0.0,800.0,475.0,3789.0
W MONROE,0.0,134.0,137.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,6.0,5.0,0.0,6.0,3.0,1.0,730.0,694.0,0.0,97.0,78.0,1902.0
TARA,2.0,319.0,328.0,0.0,25.0,22.0,0.0,3.0,3.0,0.0,44.0,28.0,0.0,25.0,21.0,1.0,1040.0,912.0,1.0,438.0,345.0,3557.0
MOUNTAIN,0.0,102.0,112.0,0.0,5.0,2.0,0.0,1.0,3.0,0.0,8.0,13.0,0.0,9.0,6.0,0.0,556.0,494.0,0.0,59.0,42.0,1412.0
JERSEY,0.0,116.0,128.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,2.0,796.0,727.0,0.0,23.0,22.0,1844.0
BLASINGAME,0.0,64.0,62.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,419.0,420.0,0.0,44.0,26.0,1043.0
GOOD HOPE,1.0,132.0,116.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,13.0,10.0,0.0,2.0,1.0,1.0,683.0,673.0,1.0,69.0,70.0,1785.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,10.0
TOTAL,22.0,4999.0,5060.0,2.0,260.0,233.0,0.0,26.0,36.0,0.0,468.0,398.0,1.0,226.0,232.0,23.0,23328.0,20709.0,5.0,5230.0,3781.0,65039.0
