,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,32.69,37.5,0.0
1,OTHER,25.0,0.0,0.0
2,NATIVE AMERICAN,0.0,100.0,0.0
3,LATINO,50.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,0.0,0.0
5,WHITE,72.25,68.69,100.0
6,BLACK,41.82,62.32,0.0
