,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.1,54.29,0.0
1,OTHER,66.67,25.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,22.22,54.55,0.0
4,ASIAN-PACIFIC,50.0,33.33,0.0
5,WHITE,68.51,68.22,100.0
6,BLACK,54.55,69.9,0.0
