PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
88888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
CATAULA,0.0,53.0,45.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,14.0,18.0,0.0,3.0,5.0,0.0,770.0,729.0,0.0,97.0,110.0,1856.0
ELLERSLIE,1.0,66.0,57.0,0.0,8.0,10.0,0.0,3.0,0.0,0.0,23.0,16.0,0.0,13.0,6.0,1.0,1048.0,1014.0,0.0,207.0,186.0,2659.0
GOODMAN,0.0,41.0,20.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,378.0,339.0,0.0,152.0,69.0,1009.0
HAMILTON,0.0,41.0,40.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,2.0,2.0,1.0,584.0,553.0,1.0,244.0,154.0,1655.0
LOWER 19TH,1.0,36.0,39.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,3.0,0.0,700.0,699.0,0.0,86.0,68.0,1659.0
MULBERRY GROVE,1.0,38.0,41.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,15.0,13.0,1.0,9.0,3.0,1.0,816.0,806.0,0.0,63.0,59.0,1876.0
PINE MOUNTAIN VALLEY,0.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,311.0,302.0,0.0,22.0,13.0,688.0
SKINNER,1.0,8.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,222.0,199.0,0.0,74.0,47.0,576.0
UPPER 19TH,1.0,30.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,3.0,0.0,466.0,435.0,0.0,34.0,23.0,1032.0
VALLEY PLAINS,0.0,13.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,172.0,147.0,0.0,63.0,43.0,453.0
WAVERLY HALL,0.0,45.0,33.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,12.0,11.0,0.0,9.0,2.0,1.0,580.0,547.0,0.0,226.0,170.0,1649.0
WHITESVILLE,0.0,24.0,20.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,358.0,352.0,0.0,75.0,51.0,893.0
TOTAL,5.0,412.0,363.0,0.0,44.0,45.0,0.0,4.0,6.0,0.0,92.0,82.0,1.0,53.0,29.0,6.0,6405.0,6122.0,1.0,1344.0,993.0,16007.0
