,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.66,46.2,0.0
1,OTHER,51.72,56.72,0.0
2,NATIVE AMERICAN,0.0,33.33,0.0
3,LATINO,36.0,51.95,0.0
4,ASIAN-PACIFIC,47.85,42.51,100.0
5,WHITE,66.01,69.53,0.0
6,BLACK,60.91,67.92,50.0
