,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.78,38.51,0.0
1,OTHER,0.0,45.0,0.0
2,NATIVE AMERICAN,75.0,0.0,0.0
3,LATINO,27.5,46.34,0.0
4,ASIAN-PACIFIC,28.57,0.0,0.0
5,WHITE,61.28,63.14,100.0
6,BLACK,54.12,70.33,0.0
