,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,34.69,33.33,0.0
1,OTHER,55.56,56.25,0.0
2,NATIVE AMERICAN,100.0,50.0,0.0
3,LATINO,37.5,27.27,0.0
4,ASIAN-PACIFIC,50.0,42.86,0.0
5,WHITE,59.65,62.59,0.0
6,BLACK,38.97,68.64,0.0
