PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1B,0.0,61.0,40.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,6.0,8.0,0.0,1.0,0.0,1.0,671.0,628.0,0.0,49.0,32.0,1505.0
1C,0.0,35.0,23.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,325.0,302.0,0.0,29.0,27.0,759.0
1D,0.0,30.0,39.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,11.0,0.0,1.0,0.0,2.0,511.0,489.0,0.0,23.0,19.0,1138.0
2A,1.0,70.0,58.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,12.0,18.0,0.0,6.0,2.0,2.0,724.0,656.0,0.0,75.0,50.0,1685.0
2B,0.0,71.0,61.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,11.0,12.0,0.0,10.0,6.0,1.0,663.0,642.0,0.0,101.0,62.0,1648.0
2C,1.0,153.0,111.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,20.0,11.0,0.0,11.0,9.0,0.0,897.0,833.0,0.0,168.0,135.0,2361.0
3A,0.0,20.0,18.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,317.0,305.0,0.0,61.0,31.0,763.0
3B,1.0,24.0,25.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,304.0,300.0,0.0,150.0,98.0,912.0
3C,1.0,42.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,439.0,404.0,0.0,88.0,46.0,1063.0
3D,0.0,54.0,57.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,4.0,1.0,1.0,602.0,572.0,0.0,177.0,114.0,1601.0
4A,2.0,67.0,60.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,10.0,4.0,0.0,4.0,2.0,2.0,822.0,739.0,0.0,149.0,69.0,1938.0
4B,0.0,30.0,37.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,3.0,2.0,1.0,370.0,315.0,0.0,123.0,79.0,981.0
4C,1.0,58.0,68.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,8.0,7.0,0.0,2.0,2.0,0.0,589.0,587.0,0.0,41.0,37.0,1405.0
5A,1.0,56.0,61.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,9.0,11.0,0.0,2.0,2.0,4.0,644.0,624.0,0.0,85.0,48.0,1558.0
5B,3.0,98.0,82.0,0.0,6.0,4.0,0.0,2.0,1.0,0.0,14.0,16.0,0.0,6.0,3.0,0.0,773.0,678.0,1.0,242.0,136.0,2065.0
5C,1.0,45.0,42.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,9.0,7.0,0.0,379.0,339.0,0.0,89.0,47.0,977.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,12.0,914.0,813.0,0.0,57.0,36.0,0.0,10.0,13.0,2.0,135.0,124.0,0.0,64.0,37.0,18.0,9030.0,8413.0,1.0,1650.0,1030.0,22359.0
