RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,29.02,49.73,20.00,38.85
OTHER,47.06,43.75,0.00,44.90
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,20.00,63.16,0.00,44.12
ASIA-PI,33.33,22.22,0.00,26.67
WHITE,44.23,50.91,0.00,47.66
BLACK,49.84,64.50,28.57,58.30
TOTAL,46.69,62.25,25.00,55.47
