,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.21,58.24,0.0
1,OTHER,80.0,62.5,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,65.38,45.45,0.0
4,ASIAN-PACIFIC,77.11,81.05,0.0
5,WHITE,74.32,73.96,0.0
6,BLACK,45.83,56.04,0.0
