,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.17,42.22,0.0
1,OTHER,66.67,33.33,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,22.22,41.67,0.0
4,ASIAN-PACIFIC,12.5,50.0,0.0
5,WHITE,66.25,59.81,0.0
6,BLACK,47.08,63.94,0.0
