,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.77,25.93,0.0
1,OTHER,0.0,100.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,0.0,0.0,0.0
4,ASIAN-PACIFIC,0.0,16.67,0.0
5,WHITE,64.93,62.57,0.0
6,BLACK,54.17,62.5,0.0
