,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.41,39.49,0.0
1,OTHER,31.82,46.15,0.0
2,NATIVE AMERICAN,0.0,62.5,0.0
3,LATINO,31.67,27.94,0.0
4,ASIAN-PACIFIC,31.25,21.43,0.0
5,WHITE,41.77,42.58,0.0
6,BLACK,46.95,59.09,0.0
