PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
334,70.85,0,44.44,23.08,0,100,0,0,0,0,0,0,100,0,0,0,0,80.74,75.68,0,73,61.93
566,69.57,0,62.5,50,0,33.33,0,0,0,0,0,0,100,0,0,0,0,74.8,75,0,69.84,47.83
718A,59.37,0,55.17,16,0,80,0,0,100,0,0,0,100,0,50,25,0,67.08,69.66,0,61.56,48.40
718B,56.48,0,40,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.81,46.90
934,77.51,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,80.67,80.15,0,72.22,52.94
947,71.05,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,75.68,0,66.67,66.67
954,65.27,0,50,0,0,0,0,0,100,0,0,0,0,0,0,0,0,56.82,73.47,0,68.18,66.18
TOTAL,64.44,,52.38,25.0,,66.67,0.0,,100.0,0.0,,0.0,60.0,,50.0,25.0,,72.55,74.27,0.0,65.01,52.15
