PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
MARSHES OF GLYNN,1.0,56.0,57.0,0.0,9.0,7.0,0.0,0.0,4.0,0.0,9.0,10.0,0.0,3.0,2.0,0.0,692.0,608.0,0.0,180.0,134.0,1772.0
SATILLA MARSH SCHOOL,0.0,70.0,59.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,9.0,9.0,0.0,8.0,5.0,2.0,608.0,601.0,0.0,116.0,76.0,1574.0
BLYTHE ISLAND BAPTIST,1.0,38.0,35.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,0.0,680.0,604.0,0.0,46.0,26.0,1450.0
CHRISTIAN RENEWAL,3.0,127.0,76.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,6.0,8.0,0.0,3.0,1.0,0.0,1219.0,1038.0,0.0,8.0,8.0,2512.0
OGLETHORPE POINT,1.0,73.0,73.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,10.0,3.0,3.0,866.0,761.0,0.0,26.0,16.0,1852.0
ST WILLIAMS CHURCH,0.0,93.0,111.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,11.0,9.0,0.0,10.0,3.0,0.0,1521.0,1175.0,0.0,19.0,10.0,2975.0
FIRST BAPTIST,3.0,101.0,92.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,5.0,6.0,5.0,1472.0,1157.0,0.0,38.0,19.0,2925.0
JEKYLL ISLAND,0.0,27.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,254.0,223.0,0.0,0.0,1.0,531.0
STERLING CH. OF GOD,2.0,67.0,60.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,8.0,4.0,0.0,679.0,569.0,0.0,194.0,125.0,1746.0
SE BAPTIST BLDG,0.0,29.0,31.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,3.0,5.0,1.0,402.0,338.0,0.0,115.0,59.0,1000.0
CAREER ACADEMY,0.0,58.0,37.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,9.0,6.0,0.0,8.0,6.0,3.0,667.0,614.0,0.0,110.0,70.0,1600.0
C B GREER SCHOOL,1.0,91.0,73.0,0.0,8.0,5.0,0.0,1.0,2.0,1.0,23.0,15.0,0.0,9.0,9.0,2.0,693.0,630.0,0.0,132.0,104.0,1799.0
BALLARD COMMUNITY,2.0,63.0,46.0,0.0,6.0,7.0,0.0,1.0,1.0,1.0,6.0,9.0,0.0,6.0,5.0,0.0,616.0,485.0,0.0,160.0,78.0,1492.0
NORTHSIDE CHURCH,1.0,71.0,44.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,2.0,5.0,2.0,377.0,327.0,0.0,464.0,250.0,1580.0
THE CHAPEL,0.0,44.0,37.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,11.0,6.0,1.0,5.0,5.0,0.0,310.0,275.0,0.0,336.0,157.0,1201.0
COLLEGE PLACE,0.0,48.0,27.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,319.0,239.0,1.0,328.0,175.0,1157.0
HOWARD COFFIN PARK,0.0,61.0,41.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,8.0,5.0,0.0,2.0,3.0,0.0,417.0,347.0,0.0,319.0,176.0,1391.0
BURROUGHS MOLETTE,0.0,51.0,33.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,74.0,41.0,0.0,787.0,319.0,1318.0
SELDEN PARK,1.0,22.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,78.0,71.0,0.0,214.0,98.0,499.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,16.0,1190.0,962.0,0.0,102.0,84.0,0.0,11.0,14.0,3.0,147.0,126.0,1.0,90.0,68.0,19.0,11944.0,10103.0,1.0,3592.0,1901.0,30374.0
