,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,38.32,43.74,0.0
1,OTHER,46.58,50.85,100.0
2,NATIVE AMERICAN,33.87,42.42,0.0
3,LATINO,41.04,44.27,100.0
4,ASIAN-PACIFIC,40.53,44.63,0.0
5,WHITE,57.35,57.64,60.0
6,BLACK,51.56,64.37,50.0
