,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,18.99,33.7,0.0
1,OTHER,33.33,50.0,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,25.0,12.5,0.0
4,ASIAN-PACIFIC,100.0,66.67,0.0
5,WHITE,50.51,49.41,100.0
6,BLACK,39.75,55.09,0.0
