,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.98,34.91,0.0
1,OTHER,61.11,56.25,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,42.98,58.5,0.0
4,ASIAN-PACIFIC,50.0,61.54,0.0
5,WHITE,65.48,64.33,0.0
6,BLACK,42.5,55.56,0.0
