,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,57.69,59.02,0.0
1,OTHER,70.83,72.0,0.0
2,NATIVE AMERICAN,100.0,0.0,0.0
3,LATINO,73.68,65.0,0.0
4,ASIAN-PACIFIC,51.19,52.22,0.0
5,WHITE,68.75,74.42,100.0
6,BLACK,71.79,75.56,0.0
