,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,24.22,26.48,0.0
1,OTHER,46.43,32.14,0.0
2,NATIVE AMERICAN,0.0,0.0,0.0
3,LATINO,38.24,29.55,100.0
4,ASIAN-PACIFIC,36.36,42.86,0.0
5,WHITE,69.13,69.49,100.0
6,BLACK,39.2,51.81,100.0
