,RACE,MALE,FEMALE,UNKNOWN
0,UNKNOWN,37.78,43.32,0.0
1,OTHER,61.11,54.17,0.0
2,NATIVE AMERICAN,100.0,33.33,0.0
3,LATINO,30.0,43.55,0.0
4,ASIAN-PACIFIC,33.33,33.33,0.0
5,WHITE,48.07,47.43,0.0
6,BLACK,57.45,67.97,0.0
